Starting hyperparameter optimization...
epoch 0  | loss: 3.32358 | train_accuracy: 0.0495  | train_logloss: 3.34511 | val_accuracy: 0.06022 | val_logloss: 3.29988 |  0:00:00s
epoch 3  | loss: 1.46392 | train_accuracy: 0.47269 | train_logloss: 1.41593 | val_accuracy: 0.46667 | val_logloss: 1.47294 |  0:00:01s
epoch 4  | loss: 1.44132 | train_accuracy: 0.50982 | train_logloss: 1.32972 | val_accuracy: 0.48495 | val_logloss: 1.37431 |  0:00:02s
epoch 5  | loss: 1.42059 | train_accuracy: 0.50256 | train_logloss: 1.33495 | val_accuracy: 0.4914  | val_logloss: 1.3894  |  0:00:02s
epoch 6  | loss: 1.42593 | train_accuracy: 0.49771 | train_logloss: 1.32249 | val_accuracy: 0.50538 | val_logloss: 1.35016 |  0:00:03s
epoch 7  | loss: 1.38463 | train_accuracy: 0.52193 | train_logloss: 1.26547 | val_accuracy: 0.52258 | val_logloss: 1.31487 |  0:00:03s
epoch 8  | loss: 1.38015 | train_accuracy: 0.52865 | train_logloss: 1.2447  | val_accuracy: 0.53763 | val_logloss: 1.30043 |  0:00:04s
epoch 9  | loss: 1.32986 | train_accuracy: 0.52435 | train_logloss: 1.26572 | val_accuracy: 0.5129  | val_logloss: 1.32932 |  0:00:04s
epoch 10 | loss: 1.32609 | train_accuracy: 0.52489 | train_logloss: 1.24558 | val_accuracy: 0.52581 | val_logloss: 1.30998 |  0:00:04s
epoch 11 | loss: 1.34175 | train_accuracy: 0.52354 | train_logloss: 1.25101 | val_accuracy: 0.5043  | val_logloss: 1.32128 |  0:00:05s
epoch 12 | loss: 1.3128  | train_accuracy: 0.51816 | train_logloss: 1.2429  | val_accuracy: 0.5043  | val_logloss: 1.31318 |  0:00:05s
epoch 13 | loss: 1.30639 | train_accuracy: 0.53753 | train_logloss: 1.2422  | val_accuracy: 0.52043 | val_logloss: 1.3075  |  0:00:06s
epoch 14 | loss: 1.29694 | train_accuracy: 0.54264 | train_logloss: 1.19075 | val_accuracy: 0.52473 | val_logloss: 1.29286 |  0:00:06s
epoch 15 | loss: 1.27413 | train_accuracy: 0.5491  | train_logloss: 1.19444 | val_accuracy: 0.51828 | val_logloss: 1.28702 |  0:00:07s
epoch 16 | loss: 1.30362 | train_accuracy: 0.54802 | train_logloss: 1.19213 | val_accuracy: 0.53333 | val_logloss: 1.27171 |  0:00:07s
epoch 17 | loss: 1.28794 | train_accuracy: 0.53861 | train_logloss: 1.2072  | val_accuracy: 0.53011 | val_logloss: 1.29626 |  0:00:08s
epoch 18 | loss: 1.26986 | train_accuracy: 0.55287 | train_logloss: 1.1776  | val_accuracy: 0.54731 | val_logloss: 1.27408 |  0:00:08s
epoch 19 | loss: 1.29565 | train_accuracy: 0.55529 | train_logloss: 1.19276 | val_accuracy: 0.52473 | val_logloss: 1.28397 |  0:00:08s
epoch 20 | loss: 1.29596 | train_accuracy: 0.55825 | train_logloss: 1.1691  | val_accuracy: 0.53871 | val_logloss: 1.27346 |  0:00:09s
epoch 21 | loss: 1.28258 | train_accuracy: 0.56739 | train_logloss: 1.16252 | val_accuracy: 0.53978 | val_logloss: 1.26252 |  0:00:09s
epoch 22 | loss: 1.26624 | train_accuracy: 0.54345 | train_logloss: 1.17316 | val_accuracy: 0.51613 | val_logloss: 1.2778  |  0:00:10s
epoch 23 | loss: 1.27348 | train_accuracy: 0.5639  | train_logloss: 1.15369 | val_accuracy: 0.54839 | val_logloss: 1.26077 |  0:00:10s
epoch 24 | loss: 1.2687  | train_accuracy: 0.56282 | train_logloss: 1.15249 | val_accuracy: 0.54194 | val_logloss: 1.26188 |  0:00:11s
epoch 25 | loss: 1.25366 | train_accuracy: 0.56578 | train_logloss: 1.13578 | val_accuracy: 0.53011 | val_logloss: 1.25163 |  0:00:11s
epoch 26 | loss: 1.23369 | train_accuracy: 0.54964 | train_logloss: 1.18579 | val_accuracy: 0.51613 | val_logloss: 1.31508 |  0:00:12s
epoch 27 | loss: 1.23851 | train_accuracy: 0.56578 | train_logloss: 1.14099 | val_accuracy: 0.52796 | val_logloss: 1.28315 |  0:00:12s
epoch 28 | loss: 1.22773 | train_accuracy: 0.55932 | train_logloss: 1.14162 | val_accuracy: 0.51183 | val_logloss: 1.301   |  0:00:12s
epoch 29 | loss: 1.23927 | train_accuracy: 0.56282 | train_logloss: 1.13971 | val_accuracy: 0.52796 | val_logloss: 1.27286 |  0:00:13s
epoch 30 | loss: 1.24522 | train_accuracy: 0.57035 | train_logloss: 1.14095 | val_accuracy: 0.53441 | val_logloss: 1.27244 |  0:00:13s
epoch 31 | loss: 1.25887 | train_accuracy: 0.57493 | train_logloss: 1.12547 | val_accuracy: 0.54409 | val_logloss: 1.25377 |  0:00:14s
epoch 32 | loss: 1.21593 | train_accuracy: 0.55556 | train_logloss: 1.14817 | val_accuracy: 0.53763 | val_logloss: 1.27437 |  0:00:14s
epoch 33 | loss: 1.22575 | train_accuracy: 0.55878 | train_logloss: 1.14991 | val_accuracy: 0.5172  | val_logloss: 1.29872 |  0:00:15s
epoch 34 | loss: 1.20037 | train_accuracy: 0.58165 | train_logloss: 1.10793 | val_accuracy: 0.53011 | val_logloss: 1.26707 |  0:00:15s
epoch 35 | loss: 1.2245  | train_accuracy: 0.56443 | train_logloss: 1.14423 | val_accuracy: 0.54086 | val_logloss: 1.29484 |  0:00:16s

Early stopping occurred at epoch 35 with best_epoch = 25 and best_val_logloss = 1.25163
epoch 0  | loss: 2.25138 | train_accuracy: 0.30939 | train_logloss: 2.15999 | val_accuracy: 0.30538 | val_logloss: 2.16602 |  0:00:00s
epoch 1  | loss: 1.66753 | train_accuracy: 0.4466  | train_logloss: 1.5617  | val_accuracy: 0.44086 | val_logloss: 1.61441 |  0:00:00s
epoch 2  | loss: 1.60567 | train_accuracy: 0.43395 | train_logloss: 1.56096 | val_accuracy: 0.44086 | val_logloss: 1.55761 |  0:00:01s
epoch 3  | loss: 1.50998 | train_accuracy: 0.47404 | train_logloss: 1.44995 | val_accuracy: 0.47742 | val_logloss: 1.47022 |  0:00:01s
epoch 4  | loss: 1.49936 | train_accuracy: 0.47404 | train_logloss: 1.46283 | val_accuracy: 0.46559 | val_logloss: 1.48406 |  0:00:02s
epoch 5  | loss: 1.46327 | train_accuracy: 0.50013 | train_logloss: 1.36313 | val_accuracy: 0.50215 | val_logloss: 1.3776  |  0:00:02s
epoch 6  | loss: 1.42202 | train_accuracy: 0.50525 | train_logloss: 1.31758 | val_accuracy: 0.49677 | val_logloss: 1.35083 |  0:00:03s
epoch 7  | loss: 1.40703 | train_accuracy: 0.49744 | train_logloss: 1.33767 | val_accuracy: 0.49355 | val_logloss: 1.3605  |  0:00:03s
epoch 8  | loss: 1.40947 | train_accuracy: 0.51843 | train_logloss: 1.28841 | val_accuracy: 0.51613 | val_logloss: 1.31682 |  0:00:04s
epoch 9  | loss: 1.34839 | train_accuracy: 0.52542 | train_logloss: 1.27289 | val_accuracy: 0.50753 | val_logloss: 1.31408 |  0:00:04s
epoch 10 | loss: 1.35446 | train_accuracy: 0.5265  | train_logloss: 1.27778 | val_accuracy: 0.51183 | val_logloss: 1.32618 |  0:00:04s
epoch 11 | loss: 1.37019 | train_accuracy: 0.53565 | train_logloss: 1.26457 | val_accuracy: 0.53548 | val_logloss: 1.29886 |  0:00:05s
epoch 12 | loss: 1.34709 | train_accuracy: 0.54291 | train_logloss: 1.24522 | val_accuracy: 0.52581 | val_logloss: 1.30038 |  0:00:05s
epoch 13 | loss: 1.30685 | train_accuracy: 0.53807 | train_logloss: 1.21231 | val_accuracy: 0.52473 | val_logloss: 1.27586 |  0:00:06s
epoch 14 | loss: 1.33095 | train_accuracy: 0.53376 | train_logloss: 1.23678 | val_accuracy: 0.50538 | val_logloss: 1.29713 |  0:00:06s
epoch 15 | loss: 1.33217 | train_accuracy: 0.54264 | train_logloss: 1.23126 | val_accuracy: 0.53226 | val_logloss: 1.28891 |  0:00:07s
epoch 16 | loss: 1.31877 | train_accuracy: 0.54883 | train_logloss: 1.19276 | val_accuracy: 0.55054 | val_logloss: 1.25837 |  0:00:07s
epoch 17 | loss: 1.33613 | train_accuracy: 0.54372 | train_logloss: 1.21027 | val_accuracy: 0.54624 | val_logloss: 1.28527 |  0:00:08s
epoch 18 | loss: 1.31116 | train_accuracy: 0.53941 | train_logloss: 1.21142 | val_accuracy: 0.52473 | val_logloss: 1.28191 |  0:00:08s
epoch 19 | loss: 1.2955  | train_accuracy: 0.53296 | train_logloss: 1.22619 | val_accuracy: 0.5129  | val_logloss: 1.29731 |  0:00:08s
epoch 20 | loss: 1.29119 | train_accuracy: 0.49987 | train_logloss: 1.29197 | val_accuracy: 0.47204 | val_logloss: 1.36591 |  0:00:09s
epoch 21 | loss: 1.31629 | train_accuracy: 0.54937 | train_logloss: 1.19442 | val_accuracy: 0.51183 | val_logloss: 1.28127 |  0:00:09s
epoch 22 | loss: 1.28982 | train_accuracy: 0.5534  | train_logloss: 1.19469 | val_accuracy: 0.52258 | val_logloss: 1.27154 |  0:00:10s
epoch 23 | loss: 1.27601 | train_accuracy: 0.55394 | train_logloss: 1.17737 | val_accuracy: 0.52688 | val_logloss: 1.27738 |  0:00:10s
epoch 24 | loss: 1.28763 | train_accuracy: 0.54533 | train_logloss: 1.19566 | val_accuracy: 0.52796 | val_logloss: 1.28082 |  0:00:11s
epoch 25 | loss: 1.29675 | train_accuracy: 0.56147 | train_logloss: 1.18546 | val_accuracy: 0.51828 | val_logloss: 1.30401 |  0:00:11s
epoch 26 | loss: 1.26948 | train_accuracy: 0.55529 | train_logloss: 1.1816  | val_accuracy: 0.52043 | val_logloss: 1.29697 |  0:00:12s

Early stopping occurred at epoch 26 with best_epoch = 16 and best_val_logloss = 1.25837
epoch 0  | loss: 2.26016 | train_accuracy: 0.32141 | train_logloss: 2.17934 | val_accuracy: 0.31109 | val_logloss: 2.2822  |  0:00:00s
epoch 1  | loss: 1.66739 | train_accuracy: 0.41608 | train_logloss: 1.60737 | val_accuracy: 0.40689 | val_logloss: 1.6548  |  0:00:00s
epoch 2  | loss: 1.5401  | train_accuracy: 0.47821 | train_logloss: 1.40925 | val_accuracy: 0.46502 | val_logloss: 1.50455 |  0:00:01s
epoch 3  | loss: 1.46842 | train_accuracy: 0.48763 | train_logloss: 1.37521 | val_accuracy: 0.46502 | val_logloss: 1.5039  |  0:00:01s
epoch 4  | loss: 1.40866 | train_accuracy: 0.49139 | train_logloss: 1.32323 | val_accuracy: 0.45963 | val_logloss: 1.45968 |  0:00:02s
epoch 5  | loss: 1.43406 | train_accuracy: 0.51829 | train_logloss: 1.32556 | val_accuracy: 0.50807 | val_logloss: 1.45293 |  0:00:02s
epoch 6  | loss: 1.418   | train_accuracy: 0.49597 | train_logloss: 1.33238 | val_accuracy: 0.44779 | val_logloss: 1.46479 |  0:00:03s
epoch 7  | loss: 1.37583 | train_accuracy: 0.53685 | train_logloss: 1.26536 | val_accuracy: 0.50269 | val_logloss: 1.39055 |  0:00:03s
epoch 8  | loss: 1.36656 | train_accuracy: 0.53201 | train_logloss: 1.21553 | val_accuracy: 0.507   | val_logloss: 1.35188 |  0:00:04s
epoch 9  | loss: 1.31644 | train_accuracy: 0.53147 | train_logloss: 1.25352 | val_accuracy: 0.49516 | val_logloss: 1.37468 |  0:00:04s
epoch 10 | loss: 1.30345 | train_accuracy: 0.54653 | train_logloss: 1.23529 | val_accuracy: 0.49516 | val_logloss: 1.39283 |  0:00:04s
epoch 11 | loss: 1.3337  | train_accuracy: 0.56025 | train_logloss: 1.20672 | val_accuracy: 0.50269 | val_logloss: 1.36512 |  0:00:05s
epoch 12 | loss: 1.29794 | train_accuracy: 0.54653 | train_logloss: 1.20504 | val_accuracy: 0.48332 | val_logloss: 1.35609 |  0:00:05s
epoch 13 | loss: 1.30657 | train_accuracy: 0.54169 | train_logloss: 1.21524 | val_accuracy: 0.49193 | val_logloss: 1.35085 |  0:00:06s
epoch 14 | loss: 1.31929 | train_accuracy: 0.56347 | train_logloss: 1.17183 | val_accuracy: 0.52853 | val_logloss: 1.341   |  0:00:06s
epoch 15 | loss: 1.28738 | train_accuracy: 0.55971 | train_logloss: 1.16987 | val_accuracy: 0.51346 | val_logloss: 1.34904 |  0:00:07s
epoch 16 | loss: 1.30502 | train_accuracy: 0.55299 | train_logloss: 1.19359 | val_accuracy: 0.49408 | val_logloss: 1.34124 |  0:00:07s
epoch 17 | loss: 1.29504 | train_accuracy: 0.55433 | train_logloss: 1.18117 | val_accuracy: 0.48547 | val_logloss: 1.33861 |  0:00:08s
epoch 18 | loss: 1.28587 | train_accuracy: 0.56079 | train_logloss: 1.1711  | val_accuracy: 0.50484 | val_logloss: 1.32905 |  0:00:08s
epoch 19 | loss: 1.25647 | train_accuracy: 0.5624  | train_logloss: 1.17778 | val_accuracy: 0.52099 | val_logloss: 1.35895 |  0:00:08s
epoch 20 | loss: 1.27649 | train_accuracy: 0.55245 | train_logloss: 1.18448 | val_accuracy: 0.50807 | val_logloss: 1.321   |  0:00:09s
epoch 21 | loss: 1.28384 | train_accuracy: 0.5546  | train_logloss: 1.17412 | val_accuracy: 0.50377 | val_logloss: 1.3593  |  0:00:09s
epoch 22 | loss: 1.28267 | train_accuracy: 0.57504 | train_logloss: 1.1589  | val_accuracy: 0.51023 | val_logloss: 1.3595  |  0:00:10s
epoch 23 | loss: 1.27656 | train_accuracy: 0.55272 | train_logloss: 1.16363 | val_accuracy: 0.49946 | val_logloss: 1.37278 |  0:00:10s
epoch 24 | loss: 1.24566 | train_accuracy: 0.58257 | train_logloss: 1.12999 | val_accuracy: 0.50592 | val_logloss: 1.33518 |  0:00:11s
epoch 25 | loss: 1.26407 | train_accuracy: 0.57289 | train_logloss: 1.14256 | val_accuracy: 0.50807 | val_logloss: 1.33945 |  0:00:11s
epoch 26 | loss: 1.24903 | train_accuracy: 0.56643 | train_logloss: 1.15325 | val_accuracy: 0.49946 | val_logloss: 1.3755  |  0:00:12s
epoch 27 | loss: 1.22673 | train_accuracy: 0.56455 | train_logloss: 1.14021 | val_accuracy: 0.48332 | val_logloss: 1.38106 |  0:00:12s
epoch 28 | loss: 1.23513 | train_accuracy: 0.57101 | train_logloss: 1.13307 | val_accuracy: 0.50915 | val_logloss: 1.35177 |  0:00:12s
epoch 29 | loss: 1.20717 | train_accuracy: 0.57558 | train_logloss: 1.1082  | val_accuracy: 0.507   | val_logloss: 1.3443  |  0:00:13s
epoch 30 | loss: 1.22023 | train_accuracy: 0.57074 | train_logloss: 1.13188 | val_accuracy: 0.48977 | val_logloss: 1.38314 |  0:00:13s

Early stopping occurred at epoch 30 with best_epoch = 20 and best_val_logloss = 1.321
epoch 0  | loss: 2.28624 | train_accuracy: 0.29828 | train_logloss: 2.23108 | val_accuracy: 0.28525 | val_logloss: 2.23831 |  0:00:00s
epoch 1  | loss: 1.73524 | train_accuracy: 0.38999 | train_logloss: 1.70888 | val_accuracy: 0.3972  | val_logloss: 1.68987 |  0:00:00s
epoch 2  | loss: 1.57549 | train_accuracy: 0.45078 | train_logloss: 1.58472 | val_accuracy: 0.4564  | val_logloss: 1.56358 |  0:00:01s
epoch 3  | loss: 1.50384 | train_accuracy: 0.46611 | train_logloss: 1.44474 | val_accuracy: 0.45533 | val_logloss: 1.438   |  0:00:01s
epoch 4  | loss: 1.49214 | train_accuracy: 0.47149 | train_logloss: 1.40459 | val_accuracy: 0.46286 | val_logloss: 1.39137 |  0:00:02s
epoch 5  | loss: 1.43911 | train_accuracy: 0.5     | train_logloss: 1.33873 | val_accuracy: 0.49839 | val_logloss: 1.30582 |  0:00:02s
epoch 6  | loss: 1.4267  | train_accuracy: 0.51614 | train_logloss: 1.31556 | val_accuracy: 0.50484 | val_logloss: 1.32204 |  0:00:03s
epoch 7  | loss: 1.41374 | train_accuracy: 0.50565 | train_logloss: 1.30841 | val_accuracy: 0.51346 | val_logloss: 1.27969 |  0:00:03s
epoch 8  | loss: 1.3802  | train_accuracy: 0.52394 | train_logloss: 1.28472 | val_accuracy: 0.50807 | val_logloss: 1.27659 |  0:00:04s
epoch 9  | loss: 1.4089  | train_accuracy: 0.51345 | train_logloss: 1.33137 | val_accuracy: 0.5113  | val_logloss: 1.34391 |  0:00:04s
epoch 10 | loss: 1.38099 | train_accuracy: 0.52663 | train_logloss: 1.28535 | val_accuracy: 0.52207 | val_logloss: 1.29112 |  0:00:04s
epoch 11 | loss: 1.35425 | train_accuracy: 0.52717 | train_logloss: 1.25662 | val_accuracy: 0.50915 | val_logloss: 1.27654 |  0:00:05s
epoch 12 | loss: 1.36359 | train_accuracy: 0.5468  | train_logloss: 1.23251 | val_accuracy: 0.52853 | val_logloss: 1.23722 |  0:00:05s
epoch 13 | loss: 1.34528 | train_accuracy: 0.5277  | train_logloss: 1.24905 | val_accuracy: 0.54144 | val_logloss: 1.24207 |  0:00:06s
epoch 14 | loss: 1.33016 | train_accuracy: 0.52152 | train_logloss: 1.27081 | val_accuracy: 0.50807 | val_logloss: 1.31021 |  0:00:06s
epoch 15 | loss: 1.33138 | train_accuracy: 0.53308 | train_logloss: 1.24275 | val_accuracy: 0.507   | val_logloss: 1.25118 |  0:00:07s
epoch 16 | loss: 1.34983 | train_accuracy: 0.51425 | train_logloss: 1.25068 | val_accuracy: 0.49731 | val_logloss: 1.26628 |  0:00:07s
epoch 17 | loss: 1.31122 | train_accuracy: 0.53174 | train_logloss: 1.22391 | val_accuracy: 0.53391 | val_logloss: 1.24628 |  0:00:08s
epoch 18 | loss: 1.31198 | train_accuracy: 0.53174 | train_logloss: 1.24558 | val_accuracy: 0.51776 | val_logloss: 1.2691  |  0:00:08s
epoch 19 | loss: 1.32289 | train_accuracy: 0.54895 | train_logloss: 1.20766 | val_accuracy: 0.53175 | val_logloss: 1.23368 |  0:00:08s
epoch 20 | loss: 1.31094 | train_accuracy: 0.55272 | train_logloss: 1.19004 | val_accuracy: 0.51668 | val_logloss: 1.24186 |  0:00:09s
epoch 21 | loss: 1.30452 | train_accuracy: 0.53604 | train_logloss: 1.20075 | val_accuracy: 0.54252 | val_logloss: 1.22573 |  0:00:09s
epoch 22 | loss: 1.3013  | train_accuracy: 0.55352 | train_logloss: 1.20372 | val_accuracy: 0.52637 | val_logloss: 1.24087 |  0:00:10s
epoch 23 | loss: 1.31168 | train_accuracy: 0.53497 | train_logloss: 1.23051 | val_accuracy: 0.51453 | val_logloss: 1.26702 |  0:00:10s
epoch 24 | loss: 1.28477 | train_accuracy: 0.54545 | train_logloss: 1.2003  | val_accuracy: 0.53283 | val_logloss: 1.24781 |  0:00:11s
epoch 25 | loss: 1.29215 | train_accuracy: 0.54572 | train_logloss: 1.19151 | val_accuracy: 0.54575 | val_logloss: 1.24083 |  0:00:11s
epoch 26 | loss: 1.28558 | train_accuracy: 0.55299 | train_logloss: 1.17742 | val_accuracy: 0.55005 | val_logloss: 1.19733 |  0:00:12s
epoch 27 | loss: 1.28178 | train_accuracy: 0.56455 | train_logloss: 1.15982 | val_accuracy: 0.53498 | val_logloss: 1.22866 |  0:00:12s
epoch 28 | loss: 1.26755 | train_accuracy: 0.55621 | train_logloss: 1.16543 | val_accuracy: 0.54037 | val_logloss: 1.22813 |  0:00:12s
epoch 29 | loss: 1.25771 | train_accuracy: 0.55863 | train_logloss: 1.16789 | val_accuracy: 0.5113  | val_logloss: 1.24162 |  0:00:13s
epoch 30 | loss: 1.27842 | train_accuracy: 0.55514 | train_logloss: 1.18027 | val_accuracy: 0.53821 | val_logloss: 1.23203 |  0:00:13s
epoch 31 | loss: 1.26921 | train_accuracy: 0.54438 | train_logloss: 1.16812 | val_accuracy: 0.53714 | val_logloss: 1.23979 |  0:00:14s
epoch 32 | loss: 1.24844 | train_accuracy: 0.55325 | train_logloss: 1.17688 | val_accuracy: 0.52207 | val_logloss: 1.24865 |  0:00:14s
epoch 33 | loss: 1.26877 | train_accuracy: 0.54465 | train_logloss: 1.17032 | val_accuracy: 0.52422 | val_logloss: 1.24041 |  0:00:15s
epoch 34 | loss: 1.25815 | train_accuracy: 0.56509 | train_logloss: 1.14265 | val_accuracy: 0.54144 | val_logloss: 1.2292  |  0:00:15s
epoch 35 | loss: 1.24455 | train_accuracy: 0.57047 | train_logloss: 1.12952 | val_accuracy: 0.55113 | val_logloss: 1.21937 |  0:00:16s
epoch 36 | loss: 1.23765 | train_accuracy: 0.56643 | train_logloss: 1.14469 | val_accuracy: 0.54682 | val_logloss: 1.21976 |  0:00:16s

Early stopping occurred at epoch 36 with best_epoch = 26 and best_val_logloss = 1.19733
epoch 0  | loss: 2.31991 | train_accuracy: 0.32006 | train_logloss: 2.02688 | val_accuracy: 0.31109 | val_logloss: 2.10025 |  0:00:00s
epoch 1  | loss: 1.69152 | train_accuracy: 0.4454  | train_logloss: 1.53717 | val_accuracy: 0.43488 | val_logloss: 1.60157 |  0:00:00s
epoch 2  | loss: 1.53041 | train_accuracy: 0.49005 | train_logloss: 1.37986 | val_accuracy: 0.45425 | val_logloss: 1.46232 |  0:00:01s
epoch 3  | loss: 1.44966 | train_accuracy: 0.49892 | train_logloss: 1.33832 | val_accuracy: 0.493   | val_logloss: 1.39935 |  0:00:01s
epoch 4  | loss: 1.41918 | train_accuracy: 0.50914 | train_logloss: 1.30445 | val_accuracy: 0.50054 | val_logloss: 1.39864 |  0:00:02s
epoch 5  | loss: 1.41529 | train_accuracy: 0.52017 | train_logloss: 1.25396 | val_accuracy: 0.51668 | val_logloss: 1.35709 |  0:00:02s
epoch 6  | loss: 1.36508 | train_accuracy: 0.53066 | train_logloss: 1.25216 | val_accuracy: 0.50161 | val_logloss: 1.36358 |  0:00:03s
epoch 7  | loss: 1.40983 | train_accuracy: 0.53389 | train_logloss: 1.26395 | val_accuracy: 0.50807 | val_logloss: 1.37904 |  0:00:03s
epoch 8  | loss: 1.35847 | train_accuracy: 0.50511 | train_logloss: 1.29831 | val_accuracy: 0.493   | val_logloss: 1.41948 |  0:00:04s
epoch 9  | loss: 1.37297 | train_accuracy: 0.48978 | train_logloss: 1.30336 | val_accuracy: 0.47901 | val_logloss: 1.41842 |  0:00:04s
epoch 10 | loss: 1.35468 | train_accuracy: 0.5156  | train_logloss: 1.26316 | val_accuracy: 0.48654 | val_logloss: 1.39459 |  0:00:04s
epoch 11 | loss: 1.34922 | train_accuracy: 0.55164 | train_logloss: 1.21387 | val_accuracy: 0.52853 | val_logloss: 1.34308 |  0:00:05s
epoch 12 | loss: 1.34676 | train_accuracy: 0.52205 | train_logloss: 1.22813 | val_accuracy: 0.4887  | val_logloss: 1.36173 |  0:00:05s
epoch 13 | loss: 1.32105 | train_accuracy: 0.51345 | train_logloss: 1.25138 | val_accuracy: 0.4887  | val_logloss: 1.36375 |  0:00:06s
epoch 14 | loss: 1.32185 | train_accuracy: 0.55272 | train_logloss: 1.19889 | val_accuracy: 0.51884 | val_logloss: 1.3342  |  0:00:06s
epoch 15 | loss: 1.30938 | train_accuracy: 0.54949 | train_logloss: 1.1997  | val_accuracy: 0.53068 | val_logloss: 1.33536 |  0:00:07s
epoch 16 | loss: 1.28187 | train_accuracy: 0.54788 | train_logloss: 1.19319 | val_accuracy: 0.48547 | val_logloss: 1.35812 |  0:00:07s
epoch 17 | loss: 1.29012 | train_accuracy: 0.54115 | train_logloss: 1.22152 | val_accuracy: 0.48009 | val_logloss: 1.36797 |  0:00:08s
epoch 18 | loss: 1.29877 | train_accuracy: 0.54761 | train_logloss: 1.18823 | val_accuracy: 0.50377 | val_logloss: 1.34326 |  0:00:08s
epoch 19 | loss: 1.29318 | train_accuracy: 0.55675 | train_logloss: 1.17408 | val_accuracy: 0.51776 | val_logloss: 1.33672 |  0:00:08s
epoch 20 | loss: 1.27546 | train_accuracy: 0.55998 | train_logloss: 1.16266 | val_accuracy: 0.52207 | val_logloss: 1.33734 |  0:00:09s
epoch 21 | loss: 1.28297 | train_accuracy: 0.55003 | train_logloss: 1.18858 | val_accuracy: 0.50161 | val_logloss: 1.36442 |  0:00:09s
epoch 22 | loss: 1.27744 | train_accuracy: 0.56563 | train_logloss: 1.16276 | val_accuracy: 0.51453 | val_logloss: 1.32172 |  0:00:10s
epoch 23 | loss: 1.26208 | train_accuracy: 0.56213 | train_logloss: 1.15064 | val_accuracy: 0.49516 | val_logloss: 1.32796 |  0:00:10s
epoch 24 | loss: 1.26643 | train_accuracy: 0.5737  | train_logloss: 1.13468 | val_accuracy: 0.50484 | val_logloss: 1.3129  |  0:00:11s
epoch 25 | loss: 1.26707 | train_accuracy: 0.56052 | train_logloss: 1.16298 | val_accuracy: 0.49085 | val_logloss: 1.33406 |  0:00:11s
epoch 26 | loss: 1.25898 | train_accuracy: 0.55164 | train_logloss: 1.16583 | val_accuracy: 0.49516 | val_logloss: 1.3304  |  0:00:12s
epoch 27 | loss: 1.27332 | train_accuracy: 0.57047 | train_logloss: 1.14589 | val_accuracy: 0.54252 | val_logloss: 1.30463 |  0:00:12s
epoch 28 | loss: 1.24548 | train_accuracy: 0.56267 | train_logloss: 1.14001 | val_accuracy: 0.50161 | val_logloss: 1.33258 |  0:00:13s
epoch 29 | loss: 1.23206 | train_accuracy: 0.56052 | train_logloss: 1.14489 | val_accuracy: 0.51776 | val_logloss: 1.34243 |  0:00:13s
epoch 30 | loss: 1.23158 | train_accuracy: 0.56966 | train_logloss: 1.1344  | val_accuracy: 0.51991 | val_logloss: 1.34805 |  0:00:13s
epoch 31 | loss: 1.22086 | train_accuracy: 0.57154 | train_logloss: 1.11285 | val_accuracy: 0.507   | val_logloss: 1.31517 |  0:00:14s
epoch 32 | loss: 1.21315 | train_accuracy: 0.58365 | train_logloss: 1.10902 | val_accuracy: 0.51668 | val_logloss: 1.31937 |  0:00:14s
epoch 33 | loss: 1.21608 | train_accuracy: 0.5745  | train_logloss: 1.109   | val_accuracy: 0.50484 | val_logloss: 1.32411 |  0:00:15s
epoch 34 | loss: 1.2279  | train_accuracy: 0.57289 | train_logloss: 1.11333 | val_accuracy: 0.49731 | val_logloss: 1.33201 |  0:00:15s
epoch 35 | loss: 1.21254 | train_accuracy: 0.58257 | train_logloss: 1.10611 | val_accuracy: 0.49731 | val_logloss: 1.34233 |  0:00:16s
epoch 36 | loss: 1.23697 | train_accuracy: 0.58203 | train_logloss: 1.11581 | val_accuracy: 0.51453 | val_logloss: 1.34229 |  0:00:16s
epoch 37 | loss: 1.2314  | train_accuracy: 0.57423 | train_logloss: 1.11045 | val_accuracy: 0.51991 | val_logloss: 1.32648 |  0:00:17s

Early stopping occurred at epoch 37 with best_epoch = 27 and best_val_logloss = 1.30463
epoch 0  | loss: 2.36819 | train_accuracy: 0.30751 | train_logloss: 2.24516 | val_accuracy: 0.3     | val_logloss: 2.34778 |  0:00:00s
epoch 1  | loss: 1.78322 | train_accuracy: 0.37207 | train_logloss: 1.71839 | val_accuracy: 0.36129 | val_logloss: 1.73866 |  0:00:01s
epoch 2  | loss: 1.64369 | train_accuracy: 0.43503 | train_logloss: 1.57394 | val_accuracy: 0.42366 | val_logloss: 1.61794 |  0:00:01s
epoch 3  | loss: 1.53576 | train_accuracy: 0.44256 | train_logloss: 1.45371 | val_accuracy: 0.42688 | val_logloss: 1.49809 |  0:00:02s
epoch 4  | loss: 1.506   | train_accuracy: 0.45655 | train_logloss: 1.47136 | val_accuracy: 0.45484 | val_logloss: 1.51826 |  0:00:02s
epoch 5  | loss: 1.49893 | train_accuracy: 0.47888 | train_logloss: 1.35632 | val_accuracy: 0.47204 | val_logloss: 1.39121 |  0:00:03s
epoch 6  | loss: 1.43348 | train_accuracy: 0.50175 | train_logloss: 1.35999 | val_accuracy: 0.49355 | val_logloss: 1.4016  |  0:00:04s
